0,0,0,-0.161490683,-0.229813665,-0.173913043,-0.403726708,-0.186335404,-0.540372671,-0.211180124,-0.664596273,0.149068323,-0.52173913,0.00621118,-0.732919255,-0.068322981,-0.863354037,-0.111801242,-0.98136646,0.167701863,-0.49068323,-0.01863354,-0.745341615,-0.105590062,-0.888198758,-0.155279503,-1,0.130434783,-0.434782609,-0.111801242,-0.608695652,-0.204968944,-0.50931677,-0.229813665,-0.409937888,0.049689441,-0.372670807,-0.155279503,-0.49689441,-0.254658385,-0.465838509,-0.304347826,-0.422360248
0,0,0,-0.078431373,-0.215686275,-0.130718954,-0.405228758,-0.241830065,-0.549019608,-0.326797386,-0.653594771,0.071895425,-0.535947712,-0.104575163,-0.758169935,-0.209150327,-0.888888889,-0.281045752,-1,0.058823529,-0.477124183,-0.163398693,-0.732026144,-0.267973856,-0.875816993,-0.333333333,-0.986928105,0,-0.39869281,-0.294117647,-0.562091503,-0.352941176,-0.45751634,-0.326797386,-0.37254902,-0.091503268,-0.31372549,-0.320261438,-0.444444444,-0.392156863,-0.39869281,-0.39869281,-0.352941176
0,0,0,-0.065359477,-0.215686275,-0.124183007,-0.405228758,-0.241830065,-0.549019608,-0.326797386,-0.647058824,0.071895425,-0.54248366,-0.111111111,-0.764705882,-0.222222222,-0.895424837,-0.294117647,-1,0.058823529,-0.483660131,-0.163398693,-0.732026144,-0.274509804,-0.875816993,-0.346405229,-0.993464052,-0.006535948,-0.39869281,-0.300653595,-0.562091503,-0.352941176,-0.45751634,-0.326797386,-0.37254902,-0.098039216,-0.31372549,-0.326797386,-0.444444444,-0.392156863,-0.39869281,-0.39869281,-0.352941176
0,0,0,-0.058823529,-0.215686275,-0.111111111,-0.405228758,-0.235294118,-0.54248366,-0.320261438,-0.640522876,0.078431373,-0.535947712,-0.104575163,-0.758169935,-0.209150327,-0.888888889,-0.287581699,-1,0.065359477,-0.477124183,-0.163398693,-0.732026144,-0.274509804,-0.875816993,-0.339869281,-0.993464052,0,-0.39869281,-0.294117647,-0.555555556,-0.339869281,-0.450980392,-0.31372549,-0.366013072,-0.091503268,-0.31372549,-0.320261438,-0.437908497,-0.392156863,-0.392156863,-0.392156863,-0.346405229
0,0,0,-0.058441558,-0.214285714,-0.116883117,-0.409090909,-0.233766234,-0.545454545,-0.318181818,-0.642857143,0.077922078,-0.532467532,-0.097402597,-0.75974026,-0.207792208,-0.88961039,-0.285714286,-1,0.064935065,-0.474025974,-0.155844156,-0.727272727,-0.266233766,-0.87012987,-0.337662338,-0.987012987,0,-0.396103896,-0.292207792,-0.558441558,-0.344155844,-0.454545455,-0.311688312,-0.37012987,-0.090909091,-0.311688312,-0.318181818,-0.441558442,-0.383116883,-0.396103896,-0.38961039,-0.350649351
0,0,0,-0.058441558,-0.220779221,-0.116883117,-0.409090909,-0.233766234,-0.551948052,-0.318181818,-0.655844156,0.077922078,-0.538961039,-0.097402597,-0.75974026,-0.207792208,-0.88961039,-0.279220779,-1,0.064935065,-0.480519481,-0.155844156,-0.733766234,-0.266233766,-0.876623377,-0.337662338,-0.987012987,0,-0.396103896,-0.292207792,-0.558441558,-0.344155844,-0.461038961,-0.318181818,-0.376623377,-0.090909091,-0.311688312,-0.318181818,-0.441558442,-0.38961039,-0.409090909,-0.396103896,-0.363636364
0,0,0,-0.052287582,-0.215686275,-0.111111111,-0.411764706,-0.235294118,-0.549019608,-0.320261438,-0.653594771,0.078431373,-0.535947712,-0.104575163,-0.758169935,-0.209150327,-0.888888889,-0.287581699,-1,0.058823529,-0.477124183,-0.156862745,-0.732026144,-0.267973856,-0.875816993,-0.333333333,-0.993464052,-0.006535948,-0.392156863,-0.294117647,-0.555555556,-0.346405229,-0.45751634,-0.320261438,-0.379084967,-0.098039216,-0.31372549,-0.326797386,-0.444444444,-0.392156863,-0.39869281,-0.39869281,-0.352941176
0,0,0,-0.045751634,-0.215686275,-0.104575163,-0.411764706,-0.22875817,-0.549019608,-0.320261438,-0.653594771,0.08496732,-0.535947712,-0.098039216,-0.758169935,-0.209150327,-0.888888889,-0.287581699,-1,0.065359477,-0.477124183,-0.156862745,-0.732026144,-0.267973856,-0.875816993,-0.333333333,-0.993464052,0,-0.39869281,-0.294117647,-0.562091503,-0.339869281,-0.45751634,-0.31372549,-0.37254902,-0.091503268,-0.31372549,-0.320261438,-0.444444444,-0.392156863,-0.39869281,-0.392156863,-0.352941176
0,0,0,-0.045751634,-0.215686275,-0.104575163,-0.405228758,-0.22875817,-0.54248366,-0.320261438,-0.647058824,0.08496732,-0.535947712,-0.098039216,-0.758169935,-0.209150327,-0.888888889,-0.287581699,-1,0.065359477,-0.470588235,-0.156862745,-0.725490196,-0.267973856,-0.875816993,-0.339869281,-0.993464052,0,-0.392156863,-0.294117647,-0.555555556,-0.339869281,-0.450980392,-0.31372549,-0.37254902,-0.091503268,-0.307189542,-0.326797386,-0.437908497,-0.385620915,-0.392156863,-0.385620915,-0.346405229
0,0,0,-0.065359477,-0.215686275,-0.124183007,-0.411764706,-0.235294118,-0.549019608,-0.326797386,-0.653594771,0.078431373,-0.535947712,-0.104575163,-0.758169935,-0.215686275,-0.888888889,-0.294117647,-1,0.058823529,-0.477124183,-0.163398693,-0.732026144,-0.274509804,-0.869281046,-0.346405229,-0.986928105,-0.006535948,-0.39869281,-0.294117647,-0.555555556,-0.346405229,-0.450980392,-0.320261438,-0.37254902,-0.098039216,-0.307189542,-0.326797386,-0.437908497,-0.392156863,-0.39869281,-0.392156863,-0.352941176
